"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
24 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.0988878104818182
24 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.231968540972727
24 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.113128730585909
24 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.227477850260606
24 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.948510675212121
24 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0737699163072727
24 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.0224839122854545
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.188532427502424
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.498209854627273
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0539322245854545
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.452154075529697
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.339632246545455
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.416921073790909
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.485801082090909
24 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.468595169272727
24 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.138426792420791
24 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.238983588162147
24 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.244787634762175
24 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.527244641666667
24 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.274351905677966
24 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.356568923813559
24 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.459144199661017
24 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.450358243813559
24 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.14724540740113
24 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.937944762090395
24 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.226402822033898
24 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.30685447
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.235796679655367
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.486946088514124
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0761262089029379
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.645369747514124
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.449550417271186
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.526500025084746
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.652433149576271
24 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.646028651779661
25 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.399803751984018
25 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.764530249143607
25 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.466107101241256
25 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.963928292785388
25 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.667479859856164
25 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.650304004794521
25 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.961122251643836
25 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.962766409109589
25 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.228636735621005
25 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.694431491840183
25 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.56047777609589
25 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.649254767945205
25 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.448251384288584
25 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.912732890182648
25 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0680037003636986
25 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.96772924086758
25 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.859907769452055
25 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.853339355205479
25 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.969017435684931
25 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.969383735068493
25 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.461781254597949
25 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.96725798084359
25 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.479931962876051
25 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.98825950125641
25 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.968713664846154
25 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.961000341384615
25 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.988743484
25 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.987965303
25 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.413704725600154
25 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.973918326666667
25 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.970409337076923
25 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.960003414461538
25 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.495393889166667
25 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.981381733589744
25 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.061401614894359
25 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.991703936461538
25 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.972959816153846
25 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.970480511461538
25 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.992323175846154
25 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.991892981307692
25 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.461614475351419
25 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.970056142297297
25 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.478358929605588
25 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.983152532792793
25 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.972509492702703
25 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.969139644864865
25 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.983470621013513
25 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.982360197972973
25 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.323886684369369
25 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.980527939009009
25 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.972663592162162
25 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.968075629324324
25 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.487724848286261
25 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.973922684279279
25 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0660003555085586
25 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.981958042792793
25 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.968024971216216
25 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.960487335608108
25 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.984554910743243
25 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.98316487277027
25 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.20714584004482
25 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.397896934337613
25 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.27450078883732
25 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.55802687713964
25 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.485674726554054
25 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.599264470810811
25 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.551441383378378
25 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.530937156148649
25 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.332861172400901
25 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.96319614518018
25 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.40528943
25 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.565601466081081
25 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.277150581887996
25 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.524231616036036
25 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0645151811835586
25 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.65572288045045
25 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.478547827027027
25 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.50953581472973
25 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.724383482297297
25 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.757209162567568
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.160267183144626
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.280267768611494
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.258092111042816
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.534664640247126
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.254131691068965
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.309451165008621
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.486062721465517
25 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.492600848965517
25 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.358665491011494
25 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.942825924712644
25 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.22010859462069
25 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.259465249913793
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.210179407771494
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.424935777198276
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0778935307417241
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.613353642643678
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.350923073835345
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.402934125543103
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.675873953189655
25 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.686319180258621
25 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.219988975581333
25 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.3091078978
25 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.338459324996487
25 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.71034310448718
25 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.416839880307692
25 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.508063471538462
25 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.666977977076923
25 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.688973376230769
25 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.272760981253846
25 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.921786374051282
25 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.305772199076923
25 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.480006649846154
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.270682892524026
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.48957931978718
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0695572275379487
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.759940776102564
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.442894084823077
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.387183554517692
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.799754966307692
25 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.832972157461538
26 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.465732615942763
26 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.978886712258772
26 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.478450445281325
26 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.98893043131579
26 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.973027078223684
26 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.965465911052632
26 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.989554394342105
26 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.988501706381579
26 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.265409567412281
26 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.972147397587719
26 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.976785042368421
26 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.964355190394737
26 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.482772957720175
26 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.979867854013158
26 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.070396749495614
26 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.99182944622807
26 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.963084387171053
26 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.965908020328947
26 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.991314447039474
26 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.989772683355263
26 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.458455515084316
26 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.955315403931624
26 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.481718994064188
26 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.990038314166667
26 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.952745518910256
26 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.934095241275641
26 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.990190189294872
26 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.98975369224359
26 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.440149600418803
26 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.952983496764957
26 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.953079994102564
26 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.933602783410256
26 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.498714169581197
26 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.976664524123932
26 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0616848526699914
26 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.993650711623932
26 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.965258407948718
26 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.964196337307692
26 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.994225946923077
26 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.994121488397436
26 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.461563739513581
26 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.967847301148649
26 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.478346982736261
26 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.984864331126126
26 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.969558472364865
26 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.963303299256757
26 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.984931051554054
26 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.981877782837838
26 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.304519912675676
26 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.974631228873874
26 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.968511694324324
26 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.962697299189189
26 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.491285330748649
26 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.977583023063063
26 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0648371304112613
26 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.984743967477477
26 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.970503532094595
26 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.962810595675676
26 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.987153540405405
26 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.983783894256757
26 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.108881646378531
26 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.288032083672599
26 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.163785567674209
26 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.334558086658192
26 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.301617957271186
26 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.479516140508475
26 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.292058183050847
26 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.274149609830508
26 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.311821423
26 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.971775842316384
26 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.223399171830508
26 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.421848313898305
26 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.208473697360452
26 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.495056920536723
26 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.064763112959322
26 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.496660582824859
26 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.472009818559322
26 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.573897751355932
26 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.565929930847458
26 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.60819950779661
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0171429676449633
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0534386980426667
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.105764506763
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.197152858370337
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.094740534205
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.076375557837
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.15101414776
26 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.089622516144
26 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.3402677397
26 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.943743205133333
26 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.114379383742
26 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.14700167906
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.136557700474967
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.411159932226667
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0625244593762
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.358997584205333
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.28491228471
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.344574472403
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.4454902815
26 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.4763190872
26 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.134211212517242
26 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.201744986890606
26 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.216279866016394
26 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.474417522039394
26 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.155220441377273
26 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.212466667036364
26 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.349717183636364
26 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.364123348454545
26 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.231310831728485
26 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.943168782545455
26 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.142874499381818
26 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.1507071068
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.234318733730909
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.502260113675758
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0652464229568485
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.599143308727273
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.450255912909091
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.541832205090909
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.660840256454545
26 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.665837975545455
27 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.467081398362613
27 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.982882561914414
27 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.478563260699032
27 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.987468525292793
27 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.981740334932432
27 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.979608257635135
27 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.988235838108108
27 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.988380815472973
27 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.29427908981982
27 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.984647305675676
27 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.982091652162162
27 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.978920176216216
27 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.491602454054009
27 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.984005128783784
27 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0672153654445045
27 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.99327543954955
27 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.973404131216216
27 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.971860984797297
27 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.993959411216216
27 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.993518306283784
27 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.464085561824286
27 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.974860650047619
27 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.481117357661024
27 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.988552911952381
27 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.977124067785714
27 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.970205985785714
27 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.989120223857143
27 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.988866095357143
27 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.442943055471429
27 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.977422380190476
27 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.979481668857143
27 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.969526674714286
27 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.496956587279524
27 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.982315171380952
27 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0617310057857143
27 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.992544516
27 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.971524147428571
27 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.9706551995
27 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.9932124875
